Quantify Compound Summary Report 

Printed Mon Jul 24 17:06:51 2023

Compound 1:  Ala

	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	uM	%Dev
12	12	20230717AY_Sample2-2	Analyte	4.500	2.39	2358964.500		2358964.500	bb	4.6	1.3
13	13	20230717AY_Sample2-3	Analyte	4.500	2.38	2445588.750		2445588.750	bb	4.7	5.0
14	14	20230717AY_Sample2-4	Analyte	4.500	2.42	2529077.750		2529077.750	bb	4.9	8.6
15	15	20230717AY_Sample2-5	Analyte	4.500	2.40	2586078.500		2586078.500	bb	5.0	11.0
16	16	20230717AY_Sample2-6	Analyte	4.500	2.42	2527094.000		2527094.000	bb	4.9	8.5
17	17	20230717AY_Sample2-7	Analyte	4.500	2.38	2501845.500		2501845.500	bb	4.8	7.4
18	18	20230717AY_Sample2-8	Analyte	4.500	2.37	2517221.000		2517221.000	bb	4.9	8.1
19	19	20230717AY_Sample2-9	Analyte	4.500	2.39	2328671.750		2328671.750	bb	4.5	-0.0
20	20	20230717AY_Sample2-10	Analyte	4.500	2.38	2616427.750		2616427.750	bb	5.1	12.3
21	21	20230717AY_Sample2-11	Analyte	4.500	2.41	2475961.750		2475961.750	bb	4.8	6.3
22	22	20230717AY_Sample2-12	Analyte	4.500	2.39	2671095.000		2671095.000	bb	5.2	14.7
23	23	20230717AY_Sample2-13	Analyte	4.500	2.39	2249667.750		2249667.750	bb	4.3	-3.4
24	24	20230717AY_Sample2-14	Analyte	4.500	2.37	2380352.000		2380352.000	bb	4.6	2.2
25	25	20230717AY_Sample2-15	Analyte	4.500	2.39	2283807.750		2283807.750	bb	4.4	-1.9
26	26	20230717AY_Sample2-16	Analyte	4.500	2.39	2612157.250		2612157.250	bb	5.0	12.2
27	27	20230717AY_Sample2-17	Analyte	4.500	2.40	2494748.500		2494748.500	bb	4.8	7.1
28	28	20230717AY_Sample2-18	Analyte	4.500	2.38	2696558.250		2696558.250	bb	5.2	15.8
29	29	20230717AY_Sample2-19	Analyte	4.500	2.38	2095495.250		2095495.250	bb	4.0	-10.0
30	30	20230717AY_Sample2-20	Analyte	4.500	2.37	2208208.000		2208208.000	bb	4.3	-5.2
31	31	20230717AY_Sample2-21	Analyte	4.500	2.36	2196100.750		2196100.750	bb	4.2	-5.7
32	32	20230717AY_Sample2-22	Analyte	4.500	2.39	2412807.500		2412807.500	bb	4.7	3.6
33	33	20230717AY_Sample2-23	Analyte	4.500	2.40	2435866.000		2435866.000	bb	4.7	4.6
34	34	20230717AY_Sample2-24	Analyte	4.500	2.39	2652416.000		2652416.000	bb	5.1	13.9
35	35	20230717AY_Water7	Analyte	4.500	2.38	2590207.500		2590207.500	bb	5.0	11.2
36	36	20230717AY_Sample2-25	Analyte	4.500	2.38	2435222.000		2435222.000	bb	4.7	4.6
37	37	20230717AY_Sample2-26	Analyte	4.500	2.38	2528522.000		2528522.000	bb	4.9	8.6
38	38	20230717AY_Sample2-27	Analyte	4.500	2.38	2509789.000		2509789.000	bb	4.8	7.8
39	39	20230717AY_Sample2-28	Analyte	4.500	2.37	2498057.750		2498057.750	bb	4.8	7.3
40	40	20230717AY_Sample2-29	Analyte	4.500	2.39	2412557.250		2412557.250	bb	4.7	3.6
41	41	20230717AY_Sample2-30	Analyte	4.500	2.36	2560417.750		2560417.750	bb	4.9	9.9
42	42	20230717AY_Sample2-31	Analyte	4.500	2.36	2559928.000		2559928.000	bb	4.9	9.9
43	43	20230717AY_Sample2-32	Analyte	4.500	2.34	2607356.750		2607356.750	bb	5.0	12.0
44	44	20230717AY_Sample2-33	Analyte	4.500	2.39	2485394.250		2485394.250	bb	4.8	6.7
45	45	20230717AY_Sample2-34	Analyte	4.500	2.38	2537528.750		2537528.750	bb	4.9	9.0
46	46	20230717AY_Sample2-35	Analyte	4.500	2.37	2540879.250		2540879.250	bb	4.9	9.1
47	47	20230717AY_Sample2-36	Analyte	4.500	2.35	2642167.000		2642167.000	bb	5.1	13.5
48	48	20230717AY_Sample2-37	Analyte	4.500	2.38	2562042.250		2562042.250	bb	5.0	10.0
49	49	20230717AY_Sample2-38	Analyte	4.500	2.37	2580151.000		2580151.000	bb	5.0	10.8
50	50	20230717AY_Sample2-39	Analyte	4.500	2.39	2479730.500		2479730.500	bb	4.8	6.5
51	51	20230717AY_Sample2-40	Analyte	4.500	2.35	2615213.250		2615213.250	bb	5.1	12.3
52	52	20230717AY_Sample2-41	Analyte	4.500	2.37	2584179.500		2584179.500	bb	5.0	11.0
53	53	20230717AY_Sample2-42	Analyte	4.500	2.34	2680481.500		2680481.500	bb	5.2	15.1
54	54	20230717AY_Sample2-43	Analyte	4.500	2.38	2548011.750		2548011.750	bb	4.9	9.4
55	55	20230717AY_Sample2-44	Analyte	4.500	2.35	2721615.250		2721615.250	bb	5.3	16.9
56	56	20230717AY_Sample2-45	Analyte	4.500	2.39	2535268.250		2535268.250	bb	4.9	8.9
57	57	20230717AY_Sample2-46	Analyte	4.500	2.38	2483360.500		2483360.500	bb	4.8	6.6
58	58	20230717AY_Sample2-47	Analyte	4.500	2.37	2532159.000		2532159.000	bb	4.9	8.7
59	59	20230717AY_Sample2-48	Analyte	4.500	2.38	2486812.750		2486812.750	bb	4.8	6.8
60	60	20230717AY_Water8	Analyte	4.500	2.40	2461975.250		2461975.250	bb	4.8	5.7
61	61	20230717AY_Sample2-49	Analyte	4.500	2.41	2184052.500		2184052.500	bb	4.2	-6.2
62	62	20230717AY_Sample2-50	Analyte	4.500	2.39	2277699.750		2277699.750	bb	4.4	-2.2
63	63	20230717AY_Sample2-51	Analyte	4.500	2.42	2199439.750		2199439.750	bb	4.2	-5.6
64	64	20230717AY_Sample2-52	Analyte	4.500	2.41	2297448.500		2297448.500	bb	4.4	-1.3
65	65	20230717AY_Sample2-53	Analyte	4.500	2.41	2293430.000		2293430.000	bb	4.4	-1.5
66	66	20230717AY_Sample2-54	Analyte	4.500	2.39	2286382.250		2286382.250	bb	4.4	-1.8
67	67	20230717AY_Sample2-55	Analyte	4.500	2.40	2343640.000		2343640.000	bb	4.5	0.6
68	68	20230717AY_Sample2-56	Analyte	4.500	2.41	2235535.750		2235535.750	bb	4.3	-4.0
69	69	20230717AY_Sample2-57	Analyte	4.500	2.39	2327594.250		2327594.250	bb	4.5	-0.1
70	70	20230717AY_Sample2-58	Analyte	4.500	2.41	2246347.500		2246347.500	bb	4.3	-3.5
71	71	20230717AY_Sample2-59	Analyte	4.500	2.38	2294907.750		2294907.750	bb	4.4	-1.5
72	72	20230717AY_Sample2-60	Analyte	4.500	2.38	2272513.000		2272513.000	bb	4.4	-2.4
73	73	20230717AY_Sample2-61	Analyte	4.500	2.35	1978245.125		1978245.125	bb	3.8	-15.1
74	74	20230717AY_Sample2-62	Analyte	4.500	2.40	1907520.750		1907520.750	bb	3.7	-18.1
75	75	20230717AY_Sample2-63	Analyte	4.500	2.38	2063804.250		2063804.250	bb	4.0	-11.4
76	76	20230717AY_Sample2-64	Analyte	4.500	2.37	1966654.125		1966654.125	bb	3.8	-15.6
77	77	20230717AY_Sample2-65	Analyte	4.500	2.35	1979801.750		1979801.750	bb	3.8	-15.0
78	78	20230717AY_Sample2-66	Analyte	4.500	2.39	1870467.625		1870467.625	bb	3.6	-19.7
79	79	20230717AY_Sample2-67	Analyte	4.500	2.39	2355871.500		2355871.500	bb	4.6	1.2
80	80	20230717AY_Sample2-68	Analyte	4.500	2.39	2358773.250		2358773.250	bb	4.6	1.3
81	81	20230717AY_Sample2-69	Analyte	4.500	2.35	2419651.750		2419651.750	bb	4.7	3.9
82	82	20230717AY_Sample2-70	Analyte	4.500	2.41	2355878.500		2355878.500	MM	4.6	1.2
83	83	20230717AY_Sample2-71	Analyte	4.500	2.39	2365097.000		2365097.000	bb	4.6	1.6
84	84	20230717AY_Sample2-72	Analyte	4.500	2.40	2277926.750		2277926.750	MM	4.4	-2.2
85	85	20230717AY_Water10	Analyte	4.500	2.40	2697110.750		2697110.750	bb	5.2	15.8
86	86	20230717AY_Std4-1	Standard	4.500	2.42	2460051.750		2460051.750	bb	4.8	5.6
87	87	20230717AY_Std4-2	Standard	4.500	2.41	2605839.750		2605839.750	bb	5.0	11.9
88	88	20230717AY_Std4-3	Standard	4.500	2.41	2651676.750		2651676.750	bb	5.1	13.9
89	89	20230717AY_Std4-4	Standard	4.500	2.38	2774227.500		2774227.500	bb	5.4	19.1
90	90	20230717AY_Std4-5	Standard	4.500	2.42	2283026.500		2283026.500	bb	4.4	-2.0
91	91	20230717AY_Std4-6	Standard	4.500	2.40	2288004.000		2288004.000	bb	4.4	-1.8
92	92	20230717AY_Std4-7	Standard	4.500	2.40	1854655.250		1854655.250	bb	3.6	-20.4
93	93	20230717AY_Std4-8	Standard	4.500	2.34	1905913.625		1905913.625	bb	3.7	-18.2

Compound 22:  Phe

	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	uM	%Dev
1	1	20230717AY_Water5			3.54	377617.625	31039552.000	0.055	bb	0.0	
2	2	20230717AY_Std3-1	Standard	0.000			31555080.000		MM-I		
3	3	20230717AY_Std3-2	Standard	0.100	3.55	1531885.625	31398176.000	0.220	bb	0.1	3.8
4	4	20230717AY_Std3-3	Standard	0.500	3.54	6973679.000	30670384.000	1.023	bb	0.5	3.3
5	5	20230717AY_Std3-4	Standard	1.000	3.55	13015485.000	30380618.000	1.928	bb	1.0	-0.5
6	6	20230717AY_Std3-5	Standard	5.000	3.55	54866140.000	28728094.000	8.594	bb	5.0	0.7
7	7	20230717AY_Std3-6	Standard	10.000	3.55	91956848.000	26663446.000	15.520	bb	10.1	1.4
8	8	20230717AY_Std3-7	Standard	50.000			16844982.000		MM-I		
9	9	20230717AY_Std3-8	Standard	100.000			12530556.000		MM-I		
10	10	20230717AY_Water6	Analyte		3.54	353799.688	32365148.000	0.049	bb	0.0	
11	11	20230717AY_Sample2-1	Analyte		3.54	4926443.500	31900376.000	0.695	bb	0.3	
12	12	20230717AY_Sample2-2	Analyte		3.55	4992881.500	31339066.000	0.717	bb	0.4	
13	13	20230717AY_Sample2-3	Analyte		3.55	4856566.000	32536736.000	0.672	bb	0.3	
14	14	20230717AY_Sample2-4	Analyte		3.56	153254.969	33128642.000	0.021	bb	0.0	
15	15	20230717AY_Sample2-5	Analyte		3.54	181519.391	31872926.000	0.026	bd	0.0	
16	16	20230717AY_Sample2-6	Analyte		3.55	157789.563	33806368.000	0.021	bd	0.0	
17	17	20230717AY_Sample2-7	Analyte		3.54	3363935.250	32433180.000	0.467	bb	0.2	
18	18	20230717AY_Sample2-8	Analyte		3.54	3318494.000	31881184.000	0.468	bb	0.2	
19	19	20230717AY_Sample2-9	Analyte		3.54	3273711.750	31949776.000	0.461	bb	0.2	
20	20	20230717AY_Sample2-10	Analyte		3.54	131289.906	32223632.000	0.018	bb	0.0	
21	21	20230717AY_Sample2-11	Analyte		3.55	149090.484	31869774.000	0.021	bd	0.0	
22	22	20230717AY_Sample2-12	Analyte		3.54	144028.797	32180322.000	0.020	bd	0.0	
23	23	20230717AY_Sample2-13	Analyte		3.54	4103539.000	30723912.000	0.601	bb	0.3	
24	24	20230717AY_Sample2-14	Analyte		3.54	4164006.250	30425286.000	0.616	bb	0.3	
25	25	20230717AY_Sample2-15	Analyte		3.54	4352683.000	30336804.000	0.646	bb	0.3	
26	26	20230717AY_Sample2-16	Analyte		3.54	146580.391	31483698.000	0.021	bd	0.0	
27	27	20230717AY_Sample2-17	Analyte		3.55	116661.320	31550388.000	0.017	bb	0.0	
28	28	20230717AY_Sample2-18	Analyte		3.54	151312.125	31867340.000	0.021	bd	0.0	
29	29	20230717AY_Sample2-19	Analyte		3.54	2783219.500	30399694.000	0.412	bb	0.2	
30	30	20230717AY_Sample2-20	Analyte		3.53	2683439.500	30125928.000	0.401	bb	0.2	
31	31	20230717AY_Sample2-21	Analyte		3.53	2673174.500	30139220.000	0.399	bb	0.2	
32	32	20230717AY_Sample2-22	Analyte		3.54	121454.633	31589706.000	0.017	bb	0.0	
33	33	20230717AY_Sample2-23	Analyte		3.54	119883.438	32428742.000	0.017	bb	0.0	
34	34	20230717AY_Sample2-24	Analyte		3.53	128168.875	31806110.000	0.018	bd	0.0	
35	35	20230717AY_Water7	Analyte		3.53	116312.398	31675620.000	0.017	bb	0.0	
36	36	20230717AY_Sample2-25	Analyte		3.54	8961295.000	30501932.000	1.322	bb	0.7	
37	37	20230717AY_Sample2-26	Analyte		3.53	4882647.500	32513588.000	0.676	bb	0.3	
38	38	20230717AY_Sample2-27	Analyte		3.54	13552999.000	31411636.000	1.942	bb	1.0	
39	39	20230717AY_Sample2-28	Analyte		3.53	12481813.000	31613834.000	1.777	bb	0.9	
40	40	20230717AY_Sample2-29	Analyte		3.54	8781126.000	32071956.000	1.232	bb	0.6	
41	41	20230717AY_Sample2-30	Analyte		3.53	9635511.000	31472044.000	1.378	bb	0.7	
42	42	20230717AY_Sample2-31	Analyte		3.54	11883845.000	30619428.000	1.747	bb	0.9	
43	43	20230717AY_Sample2-32	Analyte		3.53	9793820.000	30798528.000	1.431	bb	0.7	
44	44	20230717AY_Sample2-33	Analyte		3.54	11046572.000	31041144.000	1.601	bb	0.8	
45	45	20230717AY_Sample2-34	Analyte		3.54	9382817.000	31421660.000	1.344	bb	0.7	
46	46	20230717AY_Sample2-35	Analyte		3.54	9356341.000	29784278.000	1.414	bb	0.7	
47	47	20230717AY_Sample2-36	Analyte		3.53	7228055.000	30881456.000	1.053	bb	0.5	
48	48	20230717AY_Sample2-37	Analyte		3.55	11770300.000	31009780.000	1.708	bb	0.9	
49	49	20230717AY_Sample2-38	Analyte		3.55	10200982.000	30623592.000	1.499	bb	0.8	
50	50	20230717AY_Sample2-39	Analyte		3.55	10017570.000	30508454.000	1.478	bd	0.8	
51	51	20230717AY_Sample2-40	Analyte		3.55	12866826.000	30299578.000	1.911	bb	1.0	
52	52	20230717AY_Sample2-41	Analyte		3.54	10931994.000	30519736.000	1.612	bb	0.8	
53	53	20230717AY_Sample2-42	Analyte		3.54	12440726.000	30983828.000	1.807	bb	0.9	
54	54	20230717AY_Sample2-43	Analyte		3.55	15816686.000	30743428.000	2.315	bb	1.2	
55	55	20230717AY_Sample2-44	Analyte		3.55	15205323.000	30550174.000	2.240	bb	1.2	
56	56	20230717AY_Sample2-45	Analyte		3.55	13787248.000	31034832.000	1.999	bb	1.0	
57	57	20230717AY_Sample2-46	Analyte		3.55	8351759.500	31278058.000	1.202	bb	0.6	
58	58	20230717AY_Sample2-47	Analyte		3.54	10218714.000	30507768.000	1.507	bb	0.8	
59	59	20230717AY_Sample2-48	Analyte		3.56	11409511.000	30653852.000	1.675	bb	0.9	
60	60	20230717AY_Water8	Analyte		3.55	109352.320	30686156.000	0.016	bb	0.0	
61	61	20230717AY_Sample2-49	Analyte		3.55	14941498.000	32478190.000	2.070	bb	1.1	
62	62	20230717AY_Sample2-50	Analyte		3.55	38839104.000	30852738.000	5.665	bb	3.1	
63	63	20230717AY_Sample2-51	Analyte		3.56	13847904.000	32906576.000	1.894	bb	1.0	
64	64	20230717AY_Sample2-52	Analyte		3.55	18614238.000	32108146.000	2.609	bb	1.4	
65	65	20230717AY_Sample2-53	Analyte		3.55	16363663.000	33198532.000	2.218	bb	1.2	
66	66	20230717AY_Sample2-54	Analyte		3.56	19728104.000	32486118.000	2.733	bb	1.4	
67	67	20230717AY_Sample2-55	Analyte		3.55	19058284.000	33097092.000	2.591	bb	1.4	
68	68	20230717AY_Sample2-56	Analyte		3.56	29722466.000	32821952.000	4.075	bb	2.2	
69	69	20230717AY_Sample2-57	Analyte		3.55	21722886.000	32214550.000	3.034	bb	1.6	
70	70	20230717AY_Sample2-58	Analyte		3.56	20155662.000	33060692.000	2.743	bb	1.4	
71	71	20230717AY_Sample2-59	Analyte		3.55	24812536.000	32697412.000	3.415	bb	1.8	
72	72	20230717AY_Sample2-60	Analyte		3.55	34885476.000	32099294.000	4.891	bb	2.7	
73	73	20230717AY_Sample2-61	Analyte		3.55	81480584.000	28021532.000	13.085	bb	8.3	
74	74	20230717AY_Sample2-62	Analyte		3.55	82911504.000	27911340.000	13.367	bb	8.5	
75	75	20230717AY_Sample2-63	Analyte		3.55	78920912.000	28540764.000	12.443	bb	7.8	
76	76	20230717AY_Sample2-64	Analyte		3.54	77767768.000	28938346.000	12.093	bb	7.5	
77	77	20230717AY_Sample2-65	Analyte		3.54	88781776.000	27503560.000	14.526	bb	9.4	
78	78	20230717AY_Sample2-66	Analyte		3.55	84350688.000	27837062.000	13.636	bb	8.7	
79	79	20230717AY_Sample2-67	Analyte		3.56	18374298.000	31903192.000	2.592	bb	1.4	
80	80	20230717AY_Sample2-68	Analyte		3.55	12315665.000	32763814.000	1.692	bb	0.9	
81	81	20230717AY_Sample2-69	Analyte		3.55	21878274.000	32377696.000	3.041	bb	1.6	
82	82	20230717AY_Sample2-70	Analyte		3.56	13482480.000	33172750.000	1.829	bb	0.9	
83	83	20230717AY_Sample2-71	Analyte		3.55	18722846.000	32556830.000	2.588	bb	1.4	
84	84	20230717AY_Sample2-72	Analyte		3.55	24640584.000	32818472.000	3.379	bb	1.8	
85	85	20230717AY_Water10	Analyte		3.55	127287.102	33250208.000	0.017	bd	0.0	
86	86	20230717AY_Std4-1	Standard	0.000			32981226.000		MM-I		
87	87	20230717AY_Std4-2	Standard	0.100	3.55	1590902.500	32552422.000	0.220	bb	0.1	3.9
88	88	20230717AY_Std4-3	Standard	0.500	3.55	7026596.000	32678302.000	0.968	bb	0.5	-2.5
89	89	20230717AY_Std4-4	Standard	1.000	3.54	13606957.000	31932618.000	1.918	bb	1.0	-1.1
90	90	20230717AY_Std4-5	Standard	5.000	3.56	57088368.000	30225044.000	8.499	bb	5.0	-0.6
91	91	20230717AY_Std4-6	Standard	10.000	3.55	93133488.000	27654558.000	15.155	bb	9.9	-1.4
92	92	20230717AY_Std4-7	Standard	50.000			17480480.000		MM-I		
93	93	20230717AY_Std4-8	Standard	100.000			13109369.000		MM-I		

Compound 23:  Phe*

	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	uM	%Dev
1	1	20230717AY_Water5		4.500	3.53	31039552.000		31039552.000	bb	5.2	16.2
2	2	20230717AY_Std3-1	Standard	4.500	3.54	31555080.000		31555080.000	bb	5.3	18.1
3	3	20230717AY_Std3-2	Standard	4.500	3.53	31398176.000		31398176.000	bb	5.3	17.5
4	4	20230717AY_Std3-3	Standard	4.500	3.53	30670384.000		30670384.000	bb	5.2	14.8
5	5	20230717AY_Std3-4	Standard	4.500	3.53	30380618.000		30380618.000	bb	5.1	13.7
6	6	20230717AY_Std3-5	Standard	4.500	3.53	28728094.000		28728094.000	bb	4.8	7.5
7	7	20230717AY_Std3-6	Standard	4.500	3.53	26663446.000		26663446.000	bb	4.5	-0.2
8	8	20230717AY_Std3-7	Standard	4.500	3.52	16844982.000		16844982.000	bd	2.8	-36.9
9	9	20230717AY_Std3-8	Standard	4.500	3.49	12530556.000		12530556.000	bd	2.1	-53.1
10	10	20230717AY_Water6	Analyte	4.500	3.54	32365148.000		32365148.000	bb	5.5	21.2
11	11	20230717AY_Sample2-1	Analyte	4.500	3.53	31900376.000		31900376.000	bb	5.4	19.4
12	12	20230717AY_Sample2-2	Analyte	4.500	3.53	31339066.000		31339066.000	bb	5.3	17.3
13	13	20230717AY_Sample2-3	Analyte	4.500	3.53	32536736.000		32536736.000	bb	5.5	21.8
14	14	20230717AY_Sample2-4	Analyte	4.500	3.54	33128642.000		33128642.000	bb	5.6	24.0
15	15	20230717AY_Sample2-5	Analyte	4.500	3.54	31872926.000		31872926.000	bb	5.4	19.3
16	16	20230717AY_Sample2-6	Analyte	4.500	3.53	33806368.000		33806368.000	bb	5.7	26.6
17	17	20230717AY_Sample2-7	Analyte	4.500	3.53	32433180.000		32433180.000	bb	5.5	21.4
18	18	20230717AY_Sample2-8	Analyte	4.500	3.53	31881184.000		31881184.000	bb	5.4	19.4
19	19	20230717AY_Sample2-9	Analyte	4.500	3.53	31949776.000		31949776.000	bb	5.4	19.6
20	20	20230717AY_Sample2-10	Analyte	4.500	3.53	32223632.000		32223632.000	bb	5.4	20.6
21	21	20230717AY_Sample2-11	Analyte	4.500	3.53	31869774.000		31869774.000	bb	5.4	19.3
22	22	20230717AY_Sample2-12	Analyte	4.500	3.52	32180322.000		32180322.000	bb	5.4	20.5
23	23	20230717AY_Sample2-13	Analyte	4.500	3.53	30723912.000		30723912.000	bb	5.2	15.0
24	24	20230717AY_Sample2-14	Analyte	4.500	3.52	30425286.000		30425286.000	bb	5.1	13.9
25	25	20230717AY_Sample2-15	Analyte	4.500	3.53	30336804.000		30336804.000	bb	5.1	13.6
26	26	20230717AY_Sample2-16	Analyte	4.500	3.52	31483698.000		31483698.000	bb	5.3	17.9
27	27	20230717AY_Sample2-17	Analyte	4.500	3.53	31550388.000		31550388.000	bb	5.3	18.1
28	28	20230717AY_Sample2-18	Analyte	4.500	3.52	31867340.000		31867340.000	bb	5.4	19.3
29	29	20230717AY_Sample2-19	Analyte	4.500	3.53	30399694.000		30399694.000	bb	5.1	13.8
30	30	20230717AY_Sample2-20	Analyte	4.500	3.52	30125928.000		30125928.000	bb	5.1	12.8
31	31	20230717AY_Sample2-21	Analyte	4.500	3.52	30139220.000		30139220.000	bb	5.1	12.8
32	32	20230717AY_Sample2-22	Analyte	4.500	3.53	31589706.000		31589706.000	bb	5.3	18.3
33	33	20230717AY_Sample2-23	Analyte	4.500	3.52	32428742.000		32428742.000	bb	5.5	21.4
34	34	20230717AY_Sample2-24	Analyte	4.500	3.51	31806110.000		31806110.000	bb	5.4	19.1
35	35	20230717AY_Water7	Analyte	4.500	3.52	31675620.000		31675620.000	bb	5.3	18.6
36	36	20230717AY_Sample2-25	Analyte	4.500	3.52	30501932.000		30501932.000	bb	5.1	14.2
37	37	20230717AY_Sample2-26	Analyte	4.500	3.52	32513588.000		32513588.000	bb	5.5	21.7
38	38	20230717AY_Sample2-27	Analyte	4.500	3.52	31411636.000		31411636.000	bb	5.3	17.6
39	39	20230717AY_Sample2-28	Analyte	4.500	3.52	31613834.000		31613834.000	bb	5.3	18.4
40	40	20230717AY_Sample2-29	Analyte	4.500	3.52	32071956.000		32071956.000	bb	5.4	20.1
41	41	20230717AY_Sample2-30	Analyte	4.500	3.52	31472044.000		31472044.000	bb	5.3	17.8
42	42	20230717AY_Sample2-31	Analyte	4.500	3.52	30619428.000		30619428.000	bb	5.2	14.6
43	43	20230717AY_Sample2-32	Analyte	4.500	3.52	30798528.000		30798528.000	bb	5.2	15.3
44	44	20230717AY_Sample2-33	Analyte	4.500	3.53	31041144.000		31041144.000	bb	5.2	16.2
45	45	20230717AY_Sample2-34	Analyte	4.500	3.53	31421660.000		31421660.000	bb	5.3	17.6
46	46	20230717AY_Sample2-35	Analyte	4.500	3.53	29784278.000		29784278.000	bb	5.0	11.5
47	47	20230717AY_Sample2-36	Analyte	4.500	3.52	30881456.000		30881456.000	bb	5.2	15.6
48	48	20230717AY_Sample2-37	Analyte	4.500	3.53	31009780.000		31009780.000	bb	5.2	16.1
49	49	20230717AY_Sample2-38	Analyte	4.500	3.53	30623592.000		30623592.000	bb	5.2	14.6
50	50	20230717AY_Sample2-39	Analyte	4.500	3.54	30508454.000		30508454.000	bb	5.1	14.2
51	51	20230717AY_Sample2-40	Analyte	4.500	3.54	30299578.000		30299578.000	bb	5.1	13.4
52	52	20230717AY_Sample2-41	Analyte	4.500	3.53	30519736.000		30519736.000	bb	5.1	14.3
53	53	20230717AY_Sample2-42	Analyte	4.500	3.53	30983828.000		30983828.000	bb	5.2	16.0
54	54	20230717AY_Sample2-43	Analyte	4.500	3.53	30743428.000		30743428.000	bb	5.2	15.1
55	55	20230717AY_Sample2-44	Analyte	4.500	3.53	30550174.000		30550174.000	bb	5.1	14.4
56	56	20230717AY_Sample2-45	Analyte	4.500	3.54	31034832.000		31034832.000	bb	5.2	16.2
57	57	20230717AY_Sample2-46	Analyte	4.500	3.53	31278058.000		31278058.000	bb	5.3	17.1
58	58	20230717AY_Sample2-47	Analyte	4.500	3.53	30507768.000		30507768.000	bb	5.1	14.2
59	59	20230717AY_Sample2-48	Analyte	4.500	3.53	30653852.000		30653852.000	bb	5.2	14.8
60	60	20230717AY_Water8	Analyte	4.500	3.53	30686156.000		30686156.000	bb	5.2	14.9
61	61	20230717AY_Sample2-49	Analyte	4.500	3.54	32478190.000		32478190.000	bb	5.5	21.6
62	62	20230717AY_Sample2-50	Analyte	4.500	3.53	30852738.000		30852738.000	bb	5.2	15.5
63	63	20230717AY_Sample2-51	Analyte	4.500	3.54	32906576.000		32906576.000	bb	5.5	23.2
64	64	20230717AY_Sample2-52	Analyte	4.500	3.54	32108146.000		32108146.000	bb	5.4	20.2
65	65	20230717AY_Sample2-53	Analyte	4.500	3.54	33198532.000		33198532.000	bb	5.6	24.3
66	66	20230717AY_Sample2-54	Analyte	4.500	3.54	32486118.000		32486118.000	bb	5.5	21.6
67	67	20230717AY_Sample2-55	Analyte	4.500	3.54	33097092.000		33097092.000	bb	5.6	23.9
68	68	20230717AY_Sample2-56	Analyte	4.500	3.54	32821952.000		32821952.000	bb	5.5	22.9
69	69	20230717AY_Sample2-57	Analyte	4.500	3.54	32214550.000		32214550.000	bb	5.4	20.6
70	70	20230717AY_Sample2-58	Analyte	4.500	3.54	33060692.000		33060692.000	bb	5.6	23.8
71	71	20230717AY_Sample2-59	Analyte	4.500	3.53	32697412.000		32697412.000	bd	5.5	22.4
72	72	20230717AY_Sample2-60	Analyte	4.500	3.54	32099294.000		32099294.000	bb	5.4	20.2
73	73	20230717AY_Sample2-61	Analyte	4.500	3.52	28021532.000		28021532.000	bb	4.7	4.9
74	74	20230717AY_Sample2-62	Analyte	4.500	3.54	27911340.000		27911340.000	bb	4.7	4.5
75	75	20230717AY_Sample2-63	Analyte	4.500	3.53	28540764.000		28540764.000	bb	4.8	6.8
76	76	20230717AY_Sample2-64	Analyte	4.500	3.53	28938346.000		28938346.000	bb	4.9	8.3
77	77	20230717AY_Sample2-65	Analyte	4.500	3.52	27503560.000		27503560.000	bd	4.6	3.0
78	78	20230717AY_Sample2-66	Analyte	4.500	3.54	27837062.000		27837062.000	bd	4.7	4.2
79	79	20230717AY_Sample2-67	Analyte	4.500	3.54	31903192.000		31903192.000	bb	5.4	19.4
80	80	20230717AY_Sample2-68	Analyte	4.500	3.53	32763814.000		32763814.000	bb	5.5	22.7
81	81	20230717AY_Sample2-69	Analyte	4.500	3.53	32377696.000		32377696.000	bb	5.5	21.2
82	82	20230717AY_Sample2-70	Analyte	4.500	3.54	33172750.000		33172750.000	bb	5.6	24.2
83	83	20230717AY_Sample2-71	Analyte	4.500	3.53	32556830.000		32556830.000	bb	5.5	21.9
84	84	20230717AY_Sample2-72	Analyte	4.500	3.54	32818472.000		32818472.000	bb	5.5	22.9
85	85	20230717AY_Water10	Analyte	4.500	3.54	33250208.000		33250208.000	bb	5.6	24.5
86	86	20230717AY_Std4-1	Standard	4.500	3.54	32981226.000		32981226.000	bb	5.6	23.5
87	87	20230717AY_Std4-2	Standard	4.500	3.54	32552422.000		32552422.000	bb	5.5	21.9
88	88	20230717AY_Std4-3	Standard	4.500	3.54	32678302.000		32678302.000	bb	5.5	22.3
89	89	20230717AY_Std4-4	Standard	4.500	3.53	31932618.000		31932618.000	bb	5.4	19.5
90	90	20230717AY_Std4-5	Standard	4.500	3.54	30225044.000		30225044.000	bb	5.1	13.2
